"","B cell","blood","endo1","endo2","endo3","fib1","fib2","fib3","mac1","mac2","mac3","mac4","mural/peri","nphil","T/NK cell"
"KLHL3",0.0163710777626194,0.0164579085348092,0.451063368055556,1.14414414414414,0.0446428571428571,0.0500233317778815,0.0481861888111888,0.0422695328648202,0.0275346172210727,0.0183475848009514,0.0344827586206897,0.0195235536449937,0.0286532951289398,0.0013151787095776,0.0410742496050553
"BRD8",0.0709413369713506,0.05665598601806,0.2001953125,0.283783783783784,0.0625,0.352309846010266,0.372377622377622,0.210004133939644,0.12378640776699,0.102214168412707,0.0890496935686332,0.0627798674547734,0.167621776504298,0.0104440662231162,0.0890819729682289
"CDC23",0.0450204638472033,0.0276725895718031,0.0920138888888889,0.135135135135135,0.0982142857142857,0.118743194898118,0.144121503496503,0.0957007027697396,0.0874980105045361,0.08720765615267,0.0646090231115706,0.0319720580333154,0.062559694364852,0.0013151787095776,0.0362471476215552
"CDC25C",0.0136425648021828,0.00524322749781532,0.00401475694444444,0.0630630630630631,0,0.0113547985689843,0.00928758741258741,0.00516742455560149,0.0128521406971192,0.0109292711931593,0.0064978217529351,0.00582124305928712,0.00955109837631328,0.00379080922172366,0.00789889415481832
"KDM3B",0.471350613915416,0.127730847655112,0.579752604166667,0.846846846846847,0.455357142857143,1.01770104215275,1.26999562937063,0.611409673418768,1.78075759987267,0.710119485814599,0.963006719338404,0.84166218878739,0.745463228271251,0.188380009283614,0.344742847112515
"EGR1",0.392223738062756,1.64258665889892,3.55718315972222,0.851351351351351,4.10714285714286,15.7785969824234,10.5359484265734,5.2714964861513,4.00318319274232,0.988447816977179,0.813999852322233,0.512717177144904,6.62416427889207,0.275491257929754,0.194576092680358
"ETF1",0.68281036834925,0.182493445965628,0.740342881944444,0.801801801801802,0.375,1.47403950847721,1.39138986013986,0.679619677552708,2.71355244310043,1.46327651622402,2.42162002510522,2.53107648217804,0.409264565425024,0.617669812780443,0.701860628400913
"HSPA9",0.671214188267394,0.232741042819691,0.858615451388889,1.13513513513514,0.5,1.67083527764816,1.97716346153846,0.794129805704837,2.04540028648735,1.35052947505521,1.65901203573802,1.20777359842379,0.69388729703916,0.152483366857497,0.738107776022468
"CTNNA1",0.345156889495225,0.4504806291873,3.25726996527778,3.76576576576577,2.89285714285714,2.7458391662778,3.38986013986014,2.28854898718479,3.21271685500557,2.50444532532986,2.69489773314627,2.33763209743865,1.42024832855778,0.105523750580226,0.165701246269967
"SIL1",0.232605729877217,0.265948150305855,0.549153645833333,0.689189189189189,0.303571428571429,1.39209830455747,1.75600961538462,0.596527490698636,0.967252904663377,0.667421711308681,0.742376135272835,0.615618842915995,0.340974212034384,0.015627417607922,0.174565560821485
"MZB1",0.280354706684857,0.42572094378095,0.00813802083333333,0.00900900900900901,0,0.00631513454658578,0.00458916083916084,0.00175692434890451,0.0149610058889066,0.00492666628914435,0.00782692165694455,0.00689593408561705,0.00382043935052531,7.73634535045644e-05,0.0107073898543093
"STING1",0.0163710777626194,0.151034080978736,0.689670138888889,0.932432432432432,0.232142857142857,0.558344999222274,0.674934440559441,0.296920214964862,0.463472863281872,0.318591086698001,0.266041497452559,0.219147411785778,0.275071633237822,0.00363608231471453,0.147446024223275
"UBE2D2",0.789222373806276,0.332944946111273,0.995659722222222,1.69369369369369,0.625,1.15162544719241,1.34768356643357,0.961864406779661,1.24120643004934,1.14712044849652,1.48394004282655,1.52624037255956,0.825214899713467,0.0990252204858425,1.10558188520274
"CXXC5",0.263983628922237,0.249344596562773,0.246310763888889,0.716216216216216,0.133928571428571,0.624109503810857,1.67668269230769,0.430136420008268,0.382659557536209,0.547652754969138,0.584951635531271,0.401038867992119,0.242597898758357,0.00533807829181495,0.0402843601895735
"NRG2",0.0327421555252387,0.0203903291581707,0.0487196180555556,0.027027027027027,0.116071428571429,0.160927049307824,0.137565559440559,0.0477470028937578,0.0123348718764921,0.00560620646695736,0.0108543158827439,0.00913487372380441,0.106972301814709,0.000232090360513693,0.00991750043882745
"PURA",0.169849931787176,0.175211185551995,0.511067708333333,0.72972972972973,0.633928571428571,1.06551563229118,1.36909965034965,0.730363786688714,0.395551488142607,0.303867716178719,0.274089935760171,0.203027046390829,0.6189111747851,0.00704007426891536,0.290328242934878
"CYSTM1",0.88130968622101,0.401398193999417,0.811089409722222,0.693693693693694,0.598214285714286,1.39023176232696,2.25010926573427,1.07503100454733,1.69083240490212,1.18579761028371,1.57550025843609,1.76652337452982,0.897803247373448,0.724508742070246,0.651658767772512
"HBEGF",0.0259208731241473,0.10836003495485,0.441623263888889,0.234234234234234,0.151785714285714,0.600591071706331,8.4378277972028,0.197602315006201,2.02156613082922,1.03930007361685,2.81311378571956,2.2387605230163,0.117956064947469,0.0293981123317345,0.0786378795857469
"EIF4EBP3",0.0409276944065484,0.0639382464316924,0.100694444444444,0.315315315315315,0.0267857142857143,0.156509566028931,0.185533216783217,0.147684993799091,0.188445010345376,0.145591483096438,0.118659085874622,0.0784524449220849,0.0339063992359121,0.00618907628036516,0.0250131648235914
"CD14",0.0620736698499318,0.37183221672007,0.181966145833333,0.0900900900900901,0.00892857142857143,0.113392440503966,0.30506993006993,0.106345597354279,10.6651281235079,5.97344130471714,3.2294912500923,3.66245746014687,0.0257879656160458,0.148924647996287,0.0228190275583641
"NDUFA2",0.286493860845839,0.412904165452957,0.502387152777778,0.959459459459459,0.321428571428571,0.973557318400995,1.16684877622378,0.593633732947499,0.760743275505332,0.714536496970383,0.845972088902016,0.696041554719685,0.442215854823305,0.043865078137088,0.274530454625241
"TAF7",0.504774897680764,0.160646664724731,0.464301215277778,0.436936936936937,0.598214285714286,0.744874786125369,0.945476398601399,0.766225713104589,0.466297946840681,0.548785321932159,0.567599497895592,0.393605588393337,0.604106972301815,0.147841559647223,0.377654906090925
"DIAPH1",0.516371077762619,0.19254296533644,1.63226996527778,1.0045045045045,0.696428571428571,0.826691553896407,1.52065122377622,1.13621331128566,2.04659398376572,2.31904411348321,2.30702207782618,3.94089199355185,0.319006685768863,0.335215844035278,1.18167456556082
"HDAC3",0.120736698499318,0.0693271191377804,0.223741319444444,0.301801801801802,0.1875,0.298024576139369,0.332823426573427,0.259818106655643,0.218605761578864,0.217452856900164,0.230155800044303,0.151800107469103,0.152817574021012,0.00673062045489711,0.105230823240302
"RNF14",0.0450204638472033,0.0489367899796097,0.251736111111111,0.306306306306306,0.0714285714285714,0.214216829989112,0.259833916083916,0.192538238941711,0.287521884450103,0.186647035505974,0.142509045263236,0.119648934264732,0.159503342884432,0.00611171282686059,0.0580129892926101
"SPRY4",0.000682128240109141,0.0170404893678998,0.362738715277778,0.0675675675675676,0.330357142857143,0.0852076528231451,0.0210882867132867,0.0197395618023977,0.000994747731975171,0.00101931026671952,0.000886066602672968,0.00107469102632993,0.0998089780324737,7.73634535045644e-05,0.00140424784974548
"FGF1",0,0.00713661520535974,0.0068359375,0.0315315315315315,0.366071428571429,0.0371130813501322,0.0161713286713287,0.0129185613890037,0.00103453764125418,0.000453026785208675,0.000738388835560806,0.000537345513164965,0.134670487106017,0.000309453814018258,0.00035106196243637
"NR3C1",3.73601637107776,0.433877075444218,1.30978732638889,2.40990990990991,2.41964285714286,2.38435215430082,2.56545017482518,2.12949565936337,3.81414133375776,2.4519508465938,3.01690910433434,3.27180727207594,1.4297994269341,0.671824230233638,3.44031946638582
"PRELID2",0.0272851296043656,0.0712205068453248,0.3232421875,0.522522522522523,0.348214285714286,0.636366464457925,0.39958479020979,0.548677139313766,0.155737704918033,0.0907752420861883,0.111939747471018,0.0253447967042809,0.222063037249284,0.00286244777966888,0.027558364051255
"TCERG1",0.38881309686221,0.120594232449752,0.569444444444444,0.873873873873874,0.348214285714286,0.726707108414995,0.652753496503496,0.454733360892931,0.543172051567722,0.514128772863696,0.594919884811342,0.563317212967938,0.343839541547278,0.00789107225746557,0.373178866069861
"PPP2R2B",0.0109140518417462,0.0215554908243519,0.00726996527777778,0.396396396396396,0.0178571428571429,0.0111059262715819,0.0157342657342657,0.130632492765606,0.0180646188126691,0.028144289031089,0.0275419035664181,0.00143292136843991,0.844317096466094,0.000773634535045644,0.562576794804283
"SPINK1",0.00682128240109141,0.000291290416545296,0.000325520833333333,0,0,0.000404417483278893,0.000546328671328671,0.000516742455560149,0.0105045360496578,0.129792173962286,0.137118806763642,0.0291062152964356,0.000477554918815664,0.0107535200371345,8.77654906090925e-05
"SPINK5",0,0.000873871249635887,0.0496961805555556,0.027027027027027,0.0803571428571429,0.000653289780681288,0.00109265734265734,0.000310045473336089,7.95798185580137e-05,0.000566283481510844,7.38388835560806e-05,0.000268672756582483,0,7.73634535045644e-05,0
"ADRB2",0.0266030013642565,0.00975822895426741,0.07421875,0.162162162162162,0.0892857142857143,0.0166744439259605,0.048513986013986,0.0360686233980984,0.129516154703167,0.0782037487966476,0.0620246621871077,0.0501522478953967,0.0138490926456543,0.00309453814018258,0.0708267509215376
"SH3TC2",0.000682128240109141,0.00145645208272648,0.0496961805555556,0.0495495495495495,0.0803571428571429,0.00485300979934671,0.0100524475524476,0.00341050020669698,0.00298424319592551,0.00277478905940314,0.00236284427379458,0.0137918681712341,0.000477554918815664,0.00224354015163237,0.00131648235913639
"PCYOX1L",0.00682128240109141,0.00961258374599476,0.0298394097222222,0.0765765765765766,0.0446428571428571,0.0282470057551719,0.0207604895104895,0.0321413807358413,0.0393920101862168,0.0327878135794779,0.0426788746954146,0.0401217983163174,0.00716332378223496,0.000464180721027387,0.020888186764964
"IL17B",0,0.00145645208272648,0.00249565972222222,0.00900900900900901,0,0.00584849898895629,0.00371503496503497,0.000930136420008268,0.000954957822696164,0.000736168525964098,0.000738388835560806,0.00143292136843991,0.0678127984718243,0.000154726907009129,0.00193084079340004
"CARMN",0,0.0109233906204486,0.005859375,0,0.330357142857143,0.0477523720640846,0.0044798951048951,0.00578751550227367,0.000954957822696164,0.00135908035562603,0.00118142213689729,0.000537345513164965,1.64851957975167,0.000309453814018258,8.77654906090925e-05
"CSNK1A1",0.922237380627558,0.51485581124381,3.24110243055556,2.94144144144144,1.41071428571429,3.14409706019599,3.76496940559441,1.92837949565936,4.31871717332484,2.87779602468996,4.75478106771026,5.41321869962386,1.39159503342884,0.487544483985765,1.13208706336668
"PPARGC1B",0.0252387448840382,0.0154383920769007,0.0129123263888889,0.148648648648649,0.223214285714286,0.0416238917405506,0.0114729020979021,0.0107482430756511,0.176706987108069,0.177246729712894,0.0913386989588717,0.0791689056063049,0.0926456542502388,0.000773634535045644,0.040810953133228
"SLC26A2",0.0347885402455662,0.0664142149723274,0.241319444444444,0.256756756756757,0.107142857142857,0.353554207497278,0.371503496503497,0.310148821827201,0.300334235237944,0.269381052154709,0.227423761352728,0.460773777538958,0.0792741165234002,0.0119139718397029,0.0384412848867825
"CSF1R",0.0211459754433834,0.0722400233032333,0.0210503472222222,0.018018018018018,0.428571428571429,0.121543008243895,0.0410839160839161,0.0735841256717652,2.19369727837021,1.42856333880741,1.65229269733442,0.746193802615082,0.249761222540592,0.0152406003403992,0.00605581885202738
"PDGFRB",0.00682128240109141,0.46038450334984,0.0103081597222222,0.0045045045045045,1.58035714285714,1.86137813034687,0.65034965034965,1.549813972716,0.0126929810600032,0.0116654397191234,0.0149154544783283,0.0197026688160487,1.31136580706781,0.00185672288410955,0.0126382306477093
"CAMK2A",0,0.00611709874745121,0.000325520833333333,0,0,0.0433971068595427,0.0171547202797203,0.0309011988424969,0.00326277256087856,0.00158559374823036,0.0019198109724581,0.00179115171054988,0.0148042024832856,7.73634535045644e-05,0.000877654906090925
"CD74",17.3901773533424,2.58156131663268,8.5087890625,1.03153153153153,2.59821428571429,8.19754238606315,4.34932255244755,0.914014055394791,63.9901321024988,35.0545897276176,39.8555711437643,11.3593945907218,0.127984718242598,0.23526226210738,0.791644725294014
"RBM22",0.22987721691678,0.0783571220506845,0.464626736111111,0.486486486486487,0.0892857142857143,0.416332244517032,0.388111888111888,0.270669698222406,0.430646188126691,0.346792004077241,0.387875655320092,0.355633172129679,0.214422158548233,0.0448708030326474,0.190187818149903
"DCTN4",0.443383356070941,0.11054471307894,0.410807291666667,0.423423423423423,0.303571428571429,0.633131124591694,0.725524475524476,0.400682100041339,1.10194174757282,0.738660173282745,1.10352211474563,1.18878739029196,0.283667621776504,0.122156893083707,0.480779357556609
"IRGM",0.00750341064120055,0.00131080687445383,0.001953125,0.00900900900900901,0,0.0121947425727174,0.0128933566433566,0.00444398511781728,0.00624701575680407,0.00260490401494988,0.00369194417780403,0.00259716998029733,0.00238777459407832,0.000773634535045644,0.0421274354923644
"GPX3",0.0163710777626194,0.21453539178561,0.109700520833333,0.0855855855855856,0.196428571428571,1.2439570695287,2.98448426573427,1.67331541959487,0.438126691071144,0.187609717424543,0.148859189249059,0.0622425219416085,0.270296084049666,0.0184125019340863,0.0108829208355275
"TNIP1",0.358799454297408,0.100203903291582,0.289822048611111,0.40990990990991,0.267857142857143,0.472857365064551,0.446678321678322,0.216101694915254,0.379277415247493,0.366668554278272,0.454995200472569,0.700967221923697,0.195319961795606,0.171205322605601,0.248200807442514
"GM2A",0.154160982264666,0.0607340518496941,0.105685763888889,0.0900900900900901,0.0267857142857143,0.175143879296936,0.213068181818182,0.0976643241008681,0.88098838134649,0.696811823999094,0.458096433581924,0.400322407307899,0.0396370582617001,0.0339625560885038,0.0333508864314552
"SPARC",0.0381991814461119,9.52723565394698,6.9169921875,0.752252252252252,6.01785714285714,17.5085083216674,9.83052884615385,10.7938197602315,0.362883972624542,0.278215074466278,0.0999778483349332,0.068511552928533,4.11604584527221,0.0160915983289494,0.0477444268913463
"ATOX1",0.227148703956344,0.75633556655986,0.989474826388889,1.27027027027027,0.526785714285714,1.8074350598849,2.32320804195804,0.838983050847458,1.67061913098838,1.4334333767484,1.11541017499815,0.678667383127351,0.504297994269341,0.0384496363917685,0.12761102334562
"GRIA1",0.00136425648021828,0.00509758228954267,0.00151909722222222,0.045045045045045,0,0.0765904495255872,0.00885052447552448,0.139727159983464,0.00135285691548623,0.00232176227419446,0.00103374436978513,0.000447787927637471,0.00907354345749761,0.000232090360513693,0.000877654906090925
"MFAP3",0.0375170532060027,0.0444217885231576,0.525282118055556,0.576576576576577,0.107142857142857,0.191693887074195,0.176682692307692,0.146754857379082,0.133893044723858,0.102157540064556,0.0777523443845529,0.0564212788823213,0.0573065902578797,0.00820052607148383,0.0516938739687555
"GALNT10",0.332196452933151,0.148558112438101,0.765407986111111,1.02252252252252,0.125,1.10801057707264,2.41182255244755,1.24958660603555,0.623945567404106,0.377258055382524,0.339511186590859,0.340766612932115,0.0916905444126074,0.0272319356336067,0.500175530981218
"LARP1",0.216234652114598,0.150451500145645,0.546875,0.968468468468468,0.267857142857143,0.746336910872608,0.725524475524476,0.503927242662257,1.00497373865988,0.854068746814655,0.676585690024367,0.600304495790793,0.307067812798472,0.033034194646449,0.269001228716869
"HAVCR2",0.0429740791268759,0.0353917856102534,0.0508897569444444,0.0540540540540541,0.0178571428571429,0.0553118680976824,0.0521197552447552,0.0444398511781728,1.88178417953207,1.63299167563282,1.56095399837554,1.60693175711983,0.056829035339064,0.0210428593532415,0.120589784096893
"MED7",0.0300136425648022,0.040926303524614,0.0610894097222222,0.130630630630631,0.0535714285714286,0.121822989578473,0.172967657342657,0.0997312939231087,0.0716616266114913,0.0725975423296902,0.0524256073248172,0.0379724162636575,0.0706781279847182,0.00386817267522822,0.0434439178515008
"ITK",0.00613915416098226,0.020681619574716,0.00379774305555556,0.0045045045045045,0,0.00503966402239851,0.0034965034965035,0.00330715171558495,0.00728155339805825,0.00957019083753327,0.0133648379236506,0.00582124305928712,0.00286532951289398,0.00123781525607303,1.55257152887485
"CYFIP2",0.6193724420191,0.028546460821439,0.00813802083333333,0.0135135135135135,0,0.0130346865764505,0.0281905594405594,0.0204630012401819,0.0477876810440872,0.0352794608981256,0.0858746215757218,0.278971878918144,0.142311365807068,0.351926349992264,0.807266982622433
"ADAM19",0.623465211459754,0.0461695310224294,0.0617404513888889,1.24774774774775,0.0803571428571429,0.164037953025354,0.0844624125874126,0.105105415460934,0.0890896068756963,0.0683504162183589,0.24322528243373,0.27055346587856,0.0859598853868195,0.0602661302800557,0.4855186940495
"ADRA1B",0.00204638472032742,0.00349548499854355,0.000217013888888889,0.0045045045045045,0.00892857142857143,0.0111992533831078,0.0350743006993007,0.0744109136006614,0.000397899092790068,0.00169885044453253,0.000959905486229048,0.000179115171054988,0.0434574976122254,7.73634535045644e-05,0.000263296471827277
"SLU7",0.266712141882674,0.115059714535392,0.374348958333333,0.545045045045045,0.116071428571429,0.530969046508011,0.627950174825175,0.382182720132286,0.471271685500557,0.416274987258622,0.401757365428635,0.377664338169443,0.251671442215855,0.0835525297849296,0.223889766543795
"PTTG1",0.053206002728513,0.0996213224584911,0.0330946180555556,0.274774774774775,0.0535714285714286,0.11429460258205,0.142373251748252,0.0514675485737908,0.0655737704918033,0.0995526360496064,0.0738388835560806,0.0184488626186638,0.0606494746895893,0.0010830883490639,0.117781288397402
"GABRB2",0.00272851296043656,0.0144188756189921,0.0104166666666667,0.0045045045045045,0,0.0309534919894229,0.0041520979020979,0.024390243902439,0.681959255132898,0.218358910470582,0.00162445543823377,0.000895575855274942,0.0544412607449857,0.00146990561658672,0.00184307530279094
"CCNG1",0.125511596180082,0.0786484124672298,0.259440104166667,0.45045045045045,0.0535714285714286,0.391756105148546,0.386909965034965,0.331335262505167,0.168311316250199,0.129565660569681,0.166654360186074,0.144904173383486,0.23018147086915,0.00379080922172366,0.138406178690539
"HMMR",0.0122783083219645,0.0205359743664433,0.0311414930555556,0.130630630630631,0,0.0214652356509566,0.0352928321678322,0.00733774286895411,0.0305586503262773,0.0345999207203126,0.0178690098205715,0.00537345513164965,0.0157593123209169,0.000618907628036516,0.0265051781639459
"TENM2",0.00682128240109141,0.0450043693562482,0.272569444444444,0.0765765765765766,0,0.100575517187743,0.0348557692307692,0.0337949565936337,0.00744071303517428,0.0110425278894615,0.00797459942405671,0.0102991223356618,0.00429799426934097,0.00170199597710042,0.00447604002106372
"SLIT3",0.00409276944065484,0.186571511797262,0.0434027777777778,0.0135135135135135,0.651785714285714,1.31361020376419,0.107517482517483,1.56490285241835,0.0167515518064619,0.0171017611416275,0.00871298825961751,0.00823929786852946,3.82999044890162,0.00417762648924648,0.00754783219238196
"DOCK2",1.38335607094134,0.112001165161666,0.0260416666666667,0.0405405405405405,0,0.0182921138590761,0.0180288461538462,0.00878462174452253,4.57965939837657,2.8118806274421,3.186960053164,4.50841841303958,0.0109837631327603,0.61627727061736,1.31226961558715
"LCP2",0.0525238744884038,0.0649577628896009,0.135416666666667,0.0495495495495495,0.205357142857143,0.0443303779748017,0.0326704545454545,0.0111616370400992,3.70292853732294,1.39588878192423,2.51281104629698,4.86924592512986,0.0291308500477555,2.10204239517252,0.407056345444971
"FGF18",0.0136425648021828,0.0314593649868919,0.0873480902777778,0.0855855855855856,0.0267857142857143,0.370197542386063,0.129807692307692,0.405539479123605,0.075759987267229,0.0459822186986806,0.0459277855718822,0.0210460325989611,0.0319961795606495,0.0013151787095776,0.0282604879761278
"FBXW11",0.950886766712142,0.182930381590446,0.981770833333333,1.13963963963964,0.5,0.988489656245139,1.33282342657343,0.645204630012402,1.57420818080535,1.04111218075769,1.26515543084989,1.10917069675802,0.493314231136581,0.0622775800711744,0.53773916096191
"SH3PXD2B",0.0115961800818554,0.242644916982231,0.321614583333333,0.986486486486487,0.125,2.35495411417017,1.29873251748252,1.40491938817693,0.612008594620404,0.281273005266436,0.291811267813631,0.238402292674189,0.194842406876791,0.00471917066377843,0.00895208004212743
"DUSP1",1.31514324693042,1.30658316341392,2.552734375,4.09459459459459,2.36607142857143,10.5464302379841,9.20476398601399,4.25,9.54237625338214,5.49413896596636,6.85461123827808,7.22908830377933,2.5974212034384,1.63499922636546,1.10935580129893
"CREBRF",0.630968622100955,0.1842411884649,1.00141059027778,1.08108108108108,0.5625,1.20454191942759,1.18105332167832,0.812525837122778,2.15450421773038,1.29089982445212,1.516133796057,1.24368619022031,0.76647564469914,0.50796843571097,0.719852553975777
"NKX2-5",0,0.000582580833090591,0.000108506944444444,0,0,0.00124436148701198,0.00491695804195804,0.00196362133112857,3.97899092790068e-05,5.66283481510844e-05,0,0,0.000955109837631328,0,0
"CPEB4",0.44406548431105,0.143460530148558,0.974066840277778,1.02252252252252,0.375,0.811043708197231,1.46153846153846,0.392310872261265,3.52510743275505,1.9217396228552,2.21775086760688,3.08310943936951,0.721107927411652,0.320129970601888,0.275495875021941
"MSX2",0.00136425648021828,0.0323332362365278,0.00217013888888889,0.0045045045045045,0.00892857142857143,0.347145745839166,0.338723776223776,0.0563249276560562,0.00354130192583161,0.00209524888159012,0.0026581998080189,0.00143292136843991,0.0377268385864374,0,0.000877654906090925
"SFXN1",0.0804911323328786,0.0661229245557821,0.0640190972222222,0.265765765765766,0.0267857142857143,0.397200186654223,0.393684440559441,0.249069863579992,0.0734123826197676,0.114785661702248,0.115779369415934,0.0575855274941788,0.115090735434575,0.00255299396565063,0.269088994207478
"HRH2",0.00818553888130969,0.00801048645499563,0.00260416666666667,0.0405405405405405,0.00892857142857143,0.00631513454658578,0.00262237762237762,0.00506407606448946,0.421971987903868,0.271079902599241,0.283467473971794,0.331989969550421,0.265042979942693,0.0495126102429212,0.0301035632789187
"CLTB",0.163710777626194,0.322749781532188,0.548828125,0.90990990990991,0.821428571428571,0.996857987245295,1.22148164335664,1.33929309632079,0.491683908960688,0.485984483832607,0.50564867459204,0.430055525703027,0.617956064947469,0.0365155500541544,0.246182201158504
"FAF2",0.197817189631651,0.12103116807457,0.404188368055556,0.617117117117117,0.214285714285714,0.656182921138591,0.630572552447552,0.452252997106242,0.383296196084673,0.331219208335693,0.378645794875581,0.388590363603797,0.217287488061127,0.0478106142658208,0.186150605581885
"UIMC1",0.392905866302865,0.0809787357995922,0.520290798611111,0.869369369369369,0.276785714285714,0.481941203919739,0.469077797202797,0.398305084745763,0.41385484641095,0.441701115578459,0.55349627113638,0.633619917607021,0.290353390639924,0.0767445458765279,0.341846585922415
"FGFR4",0,0.0142732304107195,0.00303819444444444,0,0,0.00668844299268938,0.00262237762237762,0.00186027284001654,0.00155180646188127,0.000679540177813013,0.000516872184892564,0.000626903098692459,0.00286532951289398,0,0.00157977883096367
"NSD1",0.446111869031378,0.167928925138363,0.663736979166667,1,0.392857142857143,0.941390573961736,0.853256118881119,0.697085572550641,0.896745185420977,0.722974120844895,0.71608949272687,0.772792405516747,0.430754536771729,0.0682345659910258,0.46419167983149
"RAB24",0.0238744884038199,0.0294203320710749,0.0302734375,0.027027027027027,0.0178571428571429,0.066075594960336,0.0537587412587413,0.0310045473336089,0.0362486073531752,0.0295599977348661,0.0429742302296389,0.100841841303958,0.0248328557784145,0.0237505802259013,0.0112339827979638
"LMAN2",0.300818553888131,0.371977861928343,0.604166666666667,0.95045045045045,0.303571428571429,1.37109970446415,2.05124562937063,0.826684580405126,0.849196243832564,0.922249277988561,0.820423835191612,0.602812108185563,0.319961795606495,0.0542317809066997,0.327014218009479
"RGS14",0.0279672578444748,0.0192251674919895,0.0436197916666667,0.0315315315315315,0.0267857142857143,0.0321356354020843,0.0216346153846154,0.00806118230673832,0.0664889384052204,0.0761084999150575,0.0924462822122129,0.099856707863156,0.00286532951289398,0.0190314095621229,0.0763559768299105
"F12",0.00409276944065484,0.0030585493737256,0.0133463541666667,0.0045045045045045,0,0.0107948358998289,0.00469842657342657,0.00795783381562629,0.00851504058570746,0.0126847499858429,0.0076054050062763,0.0187175353752463,0.00143266475644699,0.00139254216308216,0.00684570826750922
"GRK6",0.158253751705321,0.0375764637343431,0.0500217013888889,0.0810810810810811,0.0357142857142857,0.0841188365220096,0.0773601398601399,0.05549813972716,0.267149450899252,0.311455914830964,0.24019788820793,0.354110693175712,0.0353390639923591,0.0433235339625561,0.149376865016675
"DOK3",0.0784447476125512,0.0119429070783571,0.0343967013888889,0.0495495495495495,0.00892857142857143,0.018385440970602,0.0143138111888112,0.00981810665564283,0.341397421613879,0.2976385978821,0.346304363878018,0.711624574601469,0.0114613180515759,0.161380164010521,0.00754783219238196
"DDX41",0.0286493860845839,0.0445674337314302,0.112630208333333,0.171171171171171,0.0535714285714286,0.13560429304713,0.144449300699301,0.0959073997519636,0.160910393124304,0.166657228608641,0.166211326884737,0.136396202758374,0.0573065902578797,0.00487389757078756,0.0363349131121643
"NHP2",0.190995907230559,0.242790562190504,0.490125868055556,0.927927927927928,0.116071428571429,0.782578939181832,0.932255244755245,0.465584952459694,0.234601305109024,0.305906336712158,0.393782766004578,0.234551316496507,0.354823304680038,0.00278508432616432,0.168421976478849
"RUFY1",0.414051841746248,0.130789397028838,0.465928819444444,0.765765765765766,0.276785714285714,0.613314667911028,0.876311188811189,0.416804464654816,0.981099793092472,0.727221246956226,0.695119249796943,0.540300913487372,0.229226361031519,0.0416989014389602,0.22529401439354
"CANX",0.558663028649386,0.540635013108069,1.91254340277778,2.51801801801802,1.16964285714286,2.96749105615181,3.81829108391608,1.700186027284,3.62430367658762,3.70655189988108,3.34918408033671,2.08946802794197,0.846227316141356,0.0729537366548043,0.452869931542917
"MAML1",0.134379263301501,0.0495193708127003,0.232855902777778,0.292792792792793,0.169642857142857,0.246943537097527,0.226289335664336,0.159776767259198,0.285413019258316,0.236366725182626,0.361293657239903,0.399337273867097,0.147086914995224,0.0437877146835835,0.217219589257504
"LTC4S",0.00613915416098226,0.0940868045441305,0.371202256944444,0.666666666666667,0.00892857142857143,0.0700886607559496,0.0607517482517482,0.0310045473336089,0.461761897182874,0.191007418313608,0.157941371926456,0.023374529822676,0.00477554918815664,0.00185672288410955,0.0176408636124276
"SQSTM1",1.90245566166439,0.973201281677833,4.66471354166667,2.81981981981982,1.41071428571429,9.01085705397418,7.19187062937063,3.49689954526664,4.95165526022601,3.10153462823489,3.17536734844569,2.22586423070034,1.8872970391595,0.417685285471143,1.28813410566965
"RNF130",0.547066848567531,0.279638799883484,0.912434895833333,1.25225225225225,0.892857142857143,1.4107015087883,1.16826923076923,1.26260851591567,5.3142607034856,3.89376521886857,3.80860961382264,3.64150098513344,0.592645654250239,0.581076899272783,0.541249780586273
"MAPK9",0.115279672578445,0.0706379260122342,0.216145833333333,0.31981981981982,0.151785714285714,1.1011354798569,1.11625874125874,0.418871434477057,0.272322139105523,0.187666345772694,0.176622609466145,0.136396202758374,0.120821394460363,0.00634380318737428,0.142531156749166
"SCGB3A1",0,0.00276725895718031,0.017578125,0.0540540540540541,0,0.000591071706330689,0.000218531468531469,0.00010334849111203,0.000437689002069075,0.000113256696302169,0.0022890053902385,0.00600035823034211,0,7.73634535045644e-05,0.00289626119010005
"MGAT1",0.170532060027285,0.242644916982231,0.501627604166667,0.711711711711712,0.705357142857143,0.736786436459792,0.761035839160839,0.68023976849938,3.32365112207544,2.45976555863865,3.26958576386325,2.1993551853842,0.161413562559694,0.106993656196813,0.149640161488503
"TRIM41",0.0354706684856753,0.0208272647829886,0.0671657986111111,0.0540540540540541,0.0357142857142857,0.0760304868564318,0.0929851398601399,0.0512608515915668,0.0896466656056024,0.0722577722407837,0.0660119618991361,0.0816765180010747,0.0425023877745941,0.00688534736190624,0.0478321923819554
"RACK1",5.39085948158254,3.33745994756773,6.60959201388889,10.2027027027027,1.9375,9.76630891273915,9.91236888111888,5.81552294336503,4.48197517109661,3.76618155048417,5.87425238130399,6.11597707325811,4.37679083094556,0.0547733250812316,4.87958574688432
"IRF4",1.73260572987722,0.0224293620739878,0.00434027777777778,0.0045045045045045,0,0.00864831233473324,0.0034965034965035,0.00609756097560976,0.142726404583798,0.0653491137663514,0.42671490807059,0.141948773061078,0.00238777459407832,0.00247563051214606,0.140600315955766
